file_name,file_path,class_name,class_index
10350.jpg,..\data\01_raw\seg_train\buildings\10350.jpg,buildings,0
10357.jpg,..\data\01_raw\seg_train\buildings\10357.jpg,buildings,0
10362.jpg,..\data\01_raw\seg_train\buildings\10362.jpg,buildings,0
10367.jpg,..\data\01_raw\seg_train\buildings\10367.jpg,buildings,0
10374.jpg,..\data\01_raw\seg_train\buildings\10374.jpg,buildings,0
10383.jpg,..\data\01_raw\seg_train\buildings\10383.jpg,buildings,0
10402.jpg,..\data\01_raw\seg_train\buildings\10402.jpg,buildings,0
1041.jpg,..\data\01_raw\seg_train\buildings\1041.jpg,buildings,0
10421.jpg,..\data\01_raw\seg_train\buildings\10421.jpg,buildings,0
10444.jpg,..\data\01_raw\seg_train\buildings\10444.jpg,buildings,0
1045.jpg,..\data\01_raw\seg_train\buildings\1045.jpg,buildings,0
10452.jpg,..\data\01_raw\seg_train\buildings\10452.jpg,buildings,0
10466.jpg,..\data\01_raw\seg_train\buildings\10466.jpg,buildings,0
10480.jpg,..\data\01_raw\seg_train\buildings\10480.jpg,buildings,0
10485.jpg,..\data\01_raw\seg_train\buildings\10485.jpg,buildings,0
10489.jpg,..\data\01_raw\seg_train\buildings\10489.jpg,buildings,0
10495.jpg,..\data\01_raw\seg_train\buildings\10495.jpg,buildings,0
10499.jpg,..\data\01_raw\seg_train\buildings\10499.jpg,buildings,0
10500.jpg,..\data\01_raw\seg_train\buildings\10500.jpg,buildings,0
10502.jpg,..\data\01_raw\seg_train\buildings\10502.jpg,buildings,0
10511.jpg,..\data\01_raw\seg_train\buildings\10511.jpg,buildings,0
10520.jpg,..\data\01_raw\seg_train\buildings\10520.jpg,buildings,0
10528.jpg,..\data\01_raw\seg_train\buildings\10528.jpg,buildings,0
1055.jpg,..\data\01_raw\seg_train\buildings\1055.jpg,buildings,0
10553.jpg,..\data\01_raw\seg_train\buildings\10553.jpg,buildings,0
10559.jpg,..\data\01_raw\seg_train\buildings\10559.jpg,buildings,0
10570.jpg,..\data\01_raw\seg_train\buildings\10570.jpg,buildings,0
10576.jpg,..\data\01_raw\seg_train\buildings\10576.jpg,buildings,0
1058.jpg,..\data\01_raw\seg_train\buildings\1058.jpg,buildings,0
10582.jpg,..\data\01_raw\seg_train\buildings\10582.jpg,buildings,0
10598.jpg,..\data\01_raw\seg_train\buildings\10598.jpg,buildings,0
10608.jpg,..\data\01_raw\seg_train\buildings\10608.jpg,buildings,0
10620.jpg,..\data\01_raw\seg_train\buildings\10620.jpg,buildings,0
10626.jpg,..\data\01_raw\seg_train\buildings\10626.jpg,buildings,0
10630.jpg,..\data\01_raw\seg_train\buildings\10630.jpg,buildings,0
1064.jpg,..\data\01_raw\seg_train\buildings\1064.jpg,buildings,0
10641.jpg,..\data\01_raw\seg_train\buildings\10641.jpg,buildings,0
10646.jpg,..\data\01_raw\seg_train\buildings\10646.jpg,buildings,0
10653.jpg,..\data\01_raw\seg_train\buildings\10653.jpg,buildings,0
10656.jpg,..\data\01_raw\seg_train\buildings\10656.jpg,buildings,0
10672.jpg,..\data\01_raw\seg_train\buildings\10672.jpg,buildings,0
10695.jpg,..\data\01_raw\seg_train\buildings\10695.jpg,buildings,0
10699.jpg,..\data\01_raw\seg_train\buildings\10699.jpg,buildings,0
10717.jpg,..\data\01_raw\seg_train\buildings\10717.jpg,buildings,0
10720.jpg,..\data\01_raw\seg_train\buildings\10720.jpg,buildings,0
10730.jpg,..\data\01_raw\seg_train\buildings\10730.jpg,buildings,0
10744.jpg,..\data\01_raw\seg_train\buildings\10744.jpg,buildings,0
10754.jpg,..\data\01_raw\seg_train\buildings\10754.jpg,buildings,0
10756.jpg,..\data\01_raw\seg_train\buildings\10756.jpg,buildings,0
10790.jpg,..\data\01_raw\seg_train\buildings\10790.jpg,buildings,0
10792.jpg,..\data\01_raw\seg_train\buildings\10792.jpg,buildings,0
10798.jpg,..\data\01_raw\seg_train\buildings\10798.jpg,buildings,0
10805.jpg,..\data\01_raw\seg_train\buildings\10805.jpg,buildings,0
10809.jpg,..\data\01_raw\seg_train\buildings\10809.jpg,buildings,0
10812.jpg,..\data\01_raw\seg_train\buildings\10812.jpg,buildings,0
10828.jpg,..\data\01_raw\seg_train\buildings\10828.jpg,buildings,0
10831.jpg,..\data\01_raw\seg_train\buildings\10831.jpg,buildings,0
10832.jpg,..\data\01_raw\seg_train\buildings\10832.jpg,buildings,0
10842.jpg,..\data\01_raw\seg_train\buildings\10842.jpg,buildings,0
10849.jpg,..\data\01_raw\seg_train\buildings\10849.jpg,buildings,0
10865.jpg,..\data\01_raw\seg_train\buildings\10865.jpg,buildings,0
10872.jpg,..\data\01_raw\seg_train\buildings\10872.jpg,buildings,0
10878.jpg,..\data\01_raw\seg_train\buildings\10878.jpg,buildings,0
10886.jpg,..\data\01_raw\seg_train\buildings\10886.jpg,buildings,0
10892.jpg,..\data\01_raw\seg_train\buildings\10892.jpg,buildings,0
10899.jpg,..\data\01_raw\seg_train\buildings\10899.jpg,buildings,0
1090.jpg,..\data\01_raw\seg_train\buildings\1090.jpg,buildings,0
10911.jpg,..\data\01_raw\seg_train\buildings\10911.jpg,buildings,0
10921.jpg,..\data\01_raw\seg_train\buildings\10921.jpg,buildings,0
10924.jpg,..\data\01_raw\seg_train\buildings\10924.jpg,buildings,0
1093.jpg,..\data\01_raw\seg_train\buildings\1093.jpg,buildings,0
10936.jpg,..\data\01_raw\seg_train\buildings\10936.jpg,buildings,0
10963.jpg,..\data\01_raw\seg_train\buildings\10963.jpg,buildings,0
10978.jpg,..\data\01_raw\seg_train\buildings\10978.jpg,buildings,0
10997.jpg,..\data\01_raw\seg_train\buildings\10997.jpg,buildings,0
11003.jpg,..\data\01_raw\seg_train\buildings\11003.jpg,buildings,0
11011.jpg,..\data\01_raw\seg_train\buildings\11011.jpg,buildings,0
11024.jpg,..\data\01_raw\seg_train\buildings\11024.jpg,buildings,0
11037.jpg,..\data\01_raw\seg_train\buildings\11037.jpg,buildings,0
1104.jpg,..\data\01_raw\seg_train\buildings\1104.jpg,buildings,0
11042.jpg,..\data\01_raw\seg_train\buildings\11042.jpg,buildings,0
11045.jpg,..\data\01_raw\seg_train\buildings\11045.jpg,buildings,0
11054.jpg,..\data\01_raw\seg_train\buildings\11054.jpg,buildings,0
11055.jpg,..\data\01_raw\seg_train\buildings\11055.jpg,buildings,0
1107.jpg,..\data\01_raw\seg_train\buildings\1107.jpg,buildings,0
11077.jpg,..\data\01_raw\seg_train\buildings\11077.jpg,buildings,0
11084.jpg,..\data\01_raw\seg_train\buildings\11084.jpg,buildings,0
11098.jpg,..\data\01_raw\seg_train\buildings\11098.jpg,buildings,0
11108.jpg,..\data\01_raw\seg_train\buildings\11108.jpg,buildings,0
11117.jpg,..\data\01_raw\seg_train\buildings\11117.jpg,buildings,0
1112.jpg,..\data\01_raw\seg_train\buildings\1112.jpg,buildings,0
11131.jpg,..\data\01_raw\seg_train\buildings\11131.jpg,buildings,0
11157.jpg,..\data\01_raw\seg_train\buildings\11157.jpg,buildings,0
11173.jpg,..\data\01_raw\seg_train\buildings\11173.jpg,buildings,0
11181.jpg,..\data\01_raw\seg_train\buildings\11181.jpg,buildings,0
11187.jpg,..\data\01_raw\seg_train\buildings\11187.jpg,buildings,0
11197.jpg,..\data\01_raw\seg_train\buildings\11197.jpg,buildings,0
112.jpg,..\data\01_raw\seg_train\buildings\112.jpg,buildings,0
11203.jpg,..\data\01_raw\seg_train\buildings\11203.jpg,buildings,0
11209.jpg,..\data\01_raw\seg_train\buildings\11209.jpg,buildings,0
11226.jpg,..\data\01_raw\seg_train\buildings\11226.jpg,buildings,0
11235.jpg,..\data\01_raw\seg_train\buildings\11235.jpg,buildings,0
11244.jpg,..\data\01_raw\seg_train\buildings\11244.jpg,buildings,0
11249.jpg,..\data\01_raw\seg_train\buildings\11249.jpg,buildings,0
11259.jpg,..\data\01_raw\seg_train\buildings\11259.jpg,buildings,0
11274.jpg,..\data\01_raw\seg_train\buildings\11274.jpg,buildings,0
11278.jpg,..\data\01_raw\seg_train\buildings\11278.jpg,buildings,0
11290.jpg,..\data\01_raw\seg_train\buildings\11290.jpg,buildings,0
11302.jpg,..\data\01_raw\seg_train\buildings\11302.jpg,buildings,0
11305.jpg,..\data\01_raw\seg_train\buildings\11305.jpg,buildings,0
11306.jpg,..\data\01_raw\seg_train\buildings\11306.jpg,buildings,0
11307.jpg,..\data\01_raw\seg_train\buildings\11307.jpg,buildings,0
11309.jpg,..\data\01_raw\seg_train\buildings\11309.jpg,buildings,0
11315.jpg,..\data\01_raw\seg_train\buildings\11315.jpg,buildings,0
11316.jpg,..\data\01_raw\seg_train\buildings\11316.jpg,buildings,0
11317.jpg,..\data\01_raw\seg_train\buildings\11317.jpg,buildings,0
11323.jpg,..\data\01_raw\seg_train\buildings\11323.jpg,buildings,0
11334.jpg,..\data\01_raw\seg_train\buildings\11334.jpg,buildings,0
11338.jpg,..\data\01_raw\seg_train\buildings\11338.jpg,buildings,0
11345.jpg,..\data\01_raw\seg_train\buildings\11345.jpg,buildings,0
11349.jpg,..\data\01_raw\seg_train\buildings\11349.jpg,buildings,0
11363.jpg,..\data\01_raw\seg_train\buildings\11363.jpg,buildings,0
11366.jpg,..\data\01_raw\seg_train\buildings\11366.jpg,buildings,0
11371.jpg,..\data\01_raw\seg_train\buildings\11371.jpg,buildings,0
11374.jpg,..\data\01_raw\seg_train\buildings\11374.jpg,buildings,0
11378.jpg,..\data\01_raw\seg_train\buildings\11378.jpg,buildings,0
11410.jpg,..\data\01_raw\seg_train\buildings\11410.jpg,buildings,0
11418.jpg,..\data\01_raw\seg_train\buildings\11418.jpg,buildings,0
11425.jpg,..\data\01_raw\seg_train\buildings\11425.jpg,buildings,0
11428.jpg,..\data\01_raw\seg_train\buildings\11428.jpg,buildings,0
11458.jpg,..\data\01_raw\seg_train\buildings\11458.jpg,buildings,0
11471.jpg,..\data\01_raw\seg_train\buildings\11471.jpg,buildings,0
11477.jpg,..\data\01_raw\seg_train\buildings\11477.jpg,buildings,0
11483.jpg,..\data\01_raw\seg_train\buildings\11483.jpg,buildings,0
11494.jpg,..\data\01_raw\seg_train\buildings\11494.jpg,buildings,0
11499.jpg,..\data\01_raw\seg_train\buildings\11499.jpg,buildings,0
11502.jpg,..\data\01_raw\seg_train\buildings\11502.jpg,buildings,0
11523.jpg,..\data\01_raw\seg_train\buildings\11523.jpg,buildings,0
11530.jpg,..\data\01_raw\seg_train\buildings\11530.jpg,buildings,0
11560.jpg,..\data\01_raw\seg_train\buildings\11560.jpg,buildings,0
11568.jpg,..\data\01_raw\seg_train\buildings\11568.jpg,buildings,0
11569.jpg,..\data\01_raw\seg_train\buildings\11569.jpg,buildings,0
11570.jpg,..\data\01_raw\seg_train\buildings\11570.jpg,buildings,0
11594.jpg,..\data\01_raw\seg_train\buildings\11594.jpg,buildings,0
11595.jpg,..\data\01_raw\seg_train\buildings\11595.jpg,buildings,0
11599.jpg,..\data\01_raw\seg_train\buildings\11599.jpg,buildings,0
11601.jpg,..\data\01_raw\seg_train\buildings\11601.jpg,buildings,0
11605.jpg,..\data\01_raw\seg_train\buildings\11605.jpg,buildings,0
1161.jpg,..\data\01_raw\seg_train\buildings\1161.jpg,buildings,0
11613.jpg,..\data\01_raw\seg_train\buildings\11613.jpg,buildings,0
11620.jpg,..\data\01_raw\seg_train\buildings\11620.jpg,buildings,0
11621.jpg,..\data\01_raw\seg_train\buildings\11621.jpg,buildings,0
11622.jpg,..\data\01_raw\seg_train\buildings\11622.jpg,buildings,0
11627.jpg,..\data\01_raw\seg_train\buildings\11627.jpg,buildings,0
11628.jpg,..\data\01_raw\seg_train\buildings\11628.jpg,buildings,0
11635.jpg,..\data\01_raw\seg_train\buildings\11635.jpg,buildings,0
11642.jpg,..\data\01_raw\seg_train\buildings\11642.jpg,buildings,0
11658.jpg,..\data\01_raw\seg_train\buildings\11658.jpg,buildings,0
11670.jpg,..\data\01_raw\seg_train\buildings\11670.jpg,buildings,0
11696.jpg,..\data\01_raw\seg_train\buildings\11696.jpg,buildings,0
11700.jpg,..\data\01_raw\seg_train\buildings\11700.jpg,buildings,0
11718.jpg,..\data\01_raw\seg_train\buildings\11718.jpg,buildings,0
11731.jpg,..\data\01_raw\seg_train\buildings\11731.jpg,buildings,0
11753.jpg,..\data\01_raw\seg_train\buildings\11753.jpg,buildings,0
11780.jpg,..\data\01_raw\seg_train\buildings\11780.jpg,buildings,0
11788.jpg,..\data\01_raw\seg_train\buildings\11788.jpg,buildings,0
11795.jpg,..\data\01_raw\seg_train\buildings\11795.jpg,buildings,0
11796.jpg,..\data\01_raw\seg_train\buildings\11796.jpg,buildings,0
11808.jpg,..\data\01_raw\seg_train\buildings\11808.jpg,buildings,0
11813.jpg,..\data\01_raw\seg_train\buildings\11813.jpg,buildings,0
11827.jpg,..\data\01_raw\seg_train\buildings\11827.jpg,buildings,0
11845.jpg,..\data\01_raw\seg_train\buildings\11845.jpg,buildings,0
11855.jpg,..\data\01_raw\seg_train\buildings\11855.jpg,buildings,0
11883.jpg,..\data\01_raw\seg_train\buildings\11883.jpg,buildings,0
11899.jpg,..\data\01_raw\seg_train\buildings\11899.jpg,buildings,0
11910.jpg,..\data\01_raw\seg_train\buildings\11910.jpg,buildings,0
11924.jpg,..\data\01_raw\seg_train\buildings\11924.jpg,buildings,0
11929.jpg,..\data\01_raw\seg_train\buildings\11929.jpg,buildings,0
1193.jpg,..\data\01_raw\seg_train\buildings\1193.jpg,buildings,0
11937.jpg,..\data\01_raw\seg_train\buildings\11937.jpg,buildings,0
11941.jpg,..\data\01_raw\seg_train\buildings\11941.jpg,buildings,0
11945.jpg,..\data\01_raw\seg_train\buildings\11945.jpg,buildings,0
11947.jpg,..\data\01_raw\seg_train\buildings\11947.jpg,buildings,0
11959.jpg,..\data\01_raw\seg_train\buildings\11959.jpg,buildings,0
1196.jpg,..\data\01_raw\seg_train\buildings\1196.jpg,buildings,0
11961.jpg,..\data\01_raw\seg_train\buildings\11961.jpg,buildings,0
11990.jpg,..\data\01_raw\seg_train\buildings\11990.jpg,buildings,0
11991.jpg,..\data\01_raw\seg_train\buildings\11991.jpg,buildings,0
11992.jpg,..\data\01_raw\seg_train\buildings\11992.jpg,buildings,0
11993.jpg,..\data\01_raw\seg_train\buildings\11993.jpg,buildings,0
12000.jpg,..\data\01_raw\seg_train\buildings\12000.jpg,buildings,0
1201.jpg,..\data\01_raw\seg_train\buildings\1201.jpg,buildings,0
12010.jpg,..\data\01_raw\seg_train\buildings\12010.jpg,buildings,0
12024.jpg,..\data\01_raw\seg_train\buildings\12024.jpg,buildings,0
12028.jpg,..\data\01_raw\seg_train\buildings\12028.jpg,buildings,0
1204.jpg,..\data\01_raw\seg_train\buildings\1204.jpg,buildings,0
12042.jpg,..\data\01_raw\seg_train\buildings\12042.jpg,buildings,0
12050.jpg,..\data\01_raw\seg_train\buildings\12050.jpg,buildings,0
12058.jpg,..\data\01_raw\seg_train\buildings\12058.jpg,buildings,0
12060.jpg,..\data\01_raw\seg_train\buildings\12060.jpg,buildings,0
12063.jpg,..\data\01_raw\seg_train\buildings\12063.jpg,buildings,0
12065.jpg,..\data\01_raw\seg_train\buildings\12065.jpg,buildings,0
12067.jpg,..\data\01_raw\seg_train\buildings\12067.jpg,buildings,0
12068.jpg,..\data\01_raw\seg_train\buildings\12068.jpg,buildings,0
12070.jpg,..\data\01_raw\seg_train\buildings\12070.jpg,buildings,0
12091.jpg,..\data\01_raw\seg_train\buildings\12091.jpg,buildings,0
12103.jpg,..\data\01_raw\seg_train\buildings\12103.jpg,buildings,0
12134.jpg,..\data\01_raw\seg_train\buildings\12134.jpg,buildings,0
12135.jpg,..\data\01_raw\seg_train\buildings\12135.jpg,buildings,0
12144.jpg,..\data\01_raw\seg_train\buildings\12144.jpg,buildings,0
12157.jpg,..\data\01_raw\seg_train\buildings\12157.jpg,buildings,0
12160.jpg,..\data\01_raw\seg_train\buildings\12160.jpg,buildings,0
12168.jpg,..\data\01_raw\seg_train\buildings\12168.jpg,buildings,0
12169.jpg,..\data\01_raw\seg_train\buildings\12169.jpg,buildings,0
12171.jpg,..\data\01_raw\seg_train\buildings\12171.jpg,buildings,0
12172.jpg,..\data\01_raw\seg_train\buildings\12172.jpg,buildings,0
12193.jpg,..\data\01_raw\seg_train\buildings\12193.jpg,buildings,0
1220.jpg,..\data\01_raw\seg_train\buildings\1220.jpg,buildings,0
12200.jpg,..\data\01_raw\seg_train\buildings\12200.jpg,buildings,0
1221.jpg,..\data\01_raw\seg_train\buildings\1221.jpg,buildings,0
12221.jpg,..\data\01_raw\seg_train\buildings\12221.jpg,buildings,0
12223.jpg,..\data\01_raw\seg_train\buildings\12223.jpg,buildings,0
12231.jpg,..\data\01_raw\seg_train\buildings\12231.jpg,buildings,0
12232.jpg,..\data\01_raw\seg_train\buildings\12232.jpg,buildings,0
12233.jpg,..\data\01_raw\seg_train\buildings\12233.jpg,buildings,0
12244.jpg,..\data\01_raw\seg_train\buildings\12244.jpg,buildings,0
12257.jpg,..\data\01_raw\seg_train\buildings\12257.jpg,buildings,0
12263.jpg,..\data\01_raw\seg_train\buildings\12263.jpg,buildings,0
12265.jpg,..\data\01_raw\seg_train\buildings\12265.jpg,buildings,0
12268.jpg,..\data\01_raw\seg_train\buildings\12268.jpg,buildings,0
12273.jpg,..\data\01_raw\seg_train\buildings\12273.jpg,buildings,0
12280.jpg,..\data\01_raw\seg_train\buildings\12280.jpg,buildings,0
12288.jpg,..\data\01_raw\seg_train\buildings\12288.jpg,buildings,0
12290.jpg,..\data\01_raw\seg_train\buildings\12290.jpg,buildings,0
12295.jpg,..\data\01_raw\seg_train\buildings\12295.jpg,buildings,0
1231.jpg,..\data\01_raw\seg_train\buildings\1231.jpg,buildings,0
12315.jpg,..\data\01_raw\seg_train\buildings\12315.jpg,buildings,0
12330.jpg,..\data\01_raw\seg_train\buildings\12330.jpg,buildings,0
12348.jpg,..\data\01_raw\seg_train\buildings\12348.jpg,buildings,0
12382.jpg,..\data\01_raw\seg_train\buildings\12382.jpg,buildings,0
12384.jpg,..\data\01_raw\seg_train\buildings\12384.jpg,buildings,0
12391.jpg,..\data\01_raw\seg_train\buildings\12391.jpg,buildings,0
12393.jpg,..\data\01_raw\seg_train\buildings\12393.jpg,buildings,0
12396.jpg,..\data\01_raw\seg_train\buildings\12396.jpg,buildings,0
12400.jpg,..\data\01_raw\seg_train\buildings\12400.jpg,buildings,0
12406.jpg,..\data\01_raw\seg_train\buildings\12406.jpg,buildings,0
12417.jpg,..\data\01_raw\seg_train\buildings\12417.jpg,buildings,0
1242.jpg,..\data\01_raw\seg_train\buildings\1242.jpg,buildings,0
12426.jpg,..\data\01_raw\seg_train\buildings\12426.jpg,buildings,0
12427.jpg,..\data\01_raw\seg_train\buildings\12427.jpg,buildings,0
12432.jpg,..\data\01_raw\seg_train\buildings\12432.jpg,buildings,0
12435.jpg,..\data\01_raw\seg_train\buildings\12435.jpg,buildings,0
1244.jpg,..\data\01_raw\seg_train\buildings\1244.jpg,buildings,0
12451.jpg,..\data\01_raw\seg_train\buildings\12451.jpg,buildings,0
12462.jpg,..\data\01_raw\seg_train\buildings\12462.jpg,buildings,0
1248.jpg,..\data\01_raw\seg_train\buildings\1248.jpg,buildings,0
12489.jpg,..\data\01_raw\seg_train\buildings\12489.jpg,buildings,0
12494.jpg,..\data\01_raw\seg_train\buildings\12494.jpg,buildings,0
125.jpg,..\data\01_raw\seg_train\buildings\125.jpg,buildings,0
12500.jpg,..\data\01_raw\seg_train\buildings\12500.jpg,buildings,0
12507.jpg,..\data\01_raw\seg_train\buildings\12507.jpg,buildings,0
12512.jpg,..\data\01_raw\seg_train\buildings\12512.jpg,buildings,0
12513.jpg,..\data\01_raw\seg_train\buildings\12513.jpg,buildings,0
12517.jpg,..\data\01_raw\seg_train\buildings\12517.jpg,buildings,0
12533.jpg,..\data\01_raw\seg_train\buildings\12533.jpg,buildings,0
12535.jpg,..\data\01_raw\seg_train\buildings\12535.jpg,buildings,0
12536.jpg,..\data\01_raw\seg_train\buildings\12536.jpg,buildings,0
12540.jpg,..\data\01_raw\seg_train\buildings\12540.jpg,buildings,0
12543.jpg,..\data\01_raw\seg_train\buildings\12543.jpg,buildings,0
12544.jpg,..\data\01_raw\seg_train\buildings\12544.jpg,buildings,0
12551.jpg,..\data\01_raw\seg_train\buildings\12551.jpg,buildings,0
12552.jpg,..\data\01_raw\seg_train\buildings\12552.jpg,buildings,0
12555.jpg,..\data\01_raw\seg_train\buildings\12555.jpg,buildings,0
12561.jpg,..\data\01_raw\seg_train\buildings\12561.jpg,buildings,0
12578.jpg,..\data\01_raw\seg_train\buildings\12578.jpg,buildings,0
12590.jpg,..\data\01_raw\seg_train\buildings\12590.jpg,buildings,0
12602.jpg,..\data\01_raw\seg_train\buildings\12602.jpg,buildings,0
12615.jpg,..\data\01_raw\seg_train\buildings\12615.jpg,buildings,0
12617.jpg,..\data\01_raw\seg_train\buildings\12617.jpg,buildings,0
12629.jpg,..\data\01_raw\seg_train\buildings\12629.jpg,buildings,0
1263.jpg,..\data\01_raw\seg_train\buildings\1263.jpg,buildings,0
12632.jpg,..\data\01_raw\seg_train\buildings\12632.jpg,buildings,0
12636.jpg,..\data\01_raw\seg_train\buildings\12636.jpg,buildings,0
12649.jpg,..\data\01_raw\seg_train\buildings\12649.jpg,buildings,0
12659.jpg,..\data\01_raw\seg_train\buildings\12659.jpg,buildings,0
12668.jpg,..\data\01_raw\seg_train\buildings\12668.jpg,buildings,0
12669.jpg,..\data\01_raw\seg_train\buildings\12669.jpg,buildings,0
12680.jpg,..\data\01_raw\seg_train\buildings\12680.jpg,buildings,0
12684.jpg,..\data\01_raw\seg_train\buildings\12684.jpg,buildings,0
12685.jpg,..\data\01_raw\seg_train\buildings\12685.jpg,buildings,0
12692.jpg,..\data\01_raw\seg_train\buildings\12692.jpg,buildings,0
12703.jpg,..\data\01_raw\seg_train\buildings\12703.jpg,buildings,0
12716.jpg,..\data\01_raw\seg_train\buildings\12716.jpg,buildings,0
12719.jpg,..\data\01_raw\seg_train\buildings\12719.jpg,buildings,0
12720.jpg,..\data\01_raw\seg_train\buildings\12720.jpg,buildings,0
12727.jpg,..\data\01_raw\seg_train\buildings\12727.jpg,buildings,0
12729.jpg,..\data\01_raw\seg_train\buildings\12729.jpg,buildings,0
1273.jpg,..\data\01_raw\seg_train\buildings\1273.jpg,buildings,0
12733.jpg,..\data\01_raw\seg_train\buildings\12733.jpg,buildings,0
12734.jpg,..\data\01_raw\seg_train\buildings\12734.jpg,buildings,0
12736.jpg,..\data\01_raw\seg_train\buildings\12736.jpg,buildings,0
12741.jpg,..\data\01_raw\seg_train\buildings\12741.jpg,buildings,0
12744.jpg,..\data\01_raw\seg_train\buildings\12744.jpg,buildings,0
12755.jpg,..\data\01_raw\seg_train\buildings\12755.jpg,buildings,0
12758.jpg,..\data\01_raw\seg_train\buildings\12758.jpg,buildings,0
12761.jpg,..\data\01_raw\seg_train\buildings\12761.jpg,buildings,0
12766.jpg,..\data\01_raw\seg_train\buildings\12766.jpg,buildings,0
12770.jpg,..\data\01_raw\seg_train\buildings\12770.jpg,buildings,0
12782.jpg,..\data\01_raw\seg_train\buildings\12782.jpg,buildings,0
12789.jpg,..\data\01_raw\seg_train\buildings\12789.jpg,buildings,0
12802.jpg,..\data\01_raw\seg_train\buildings\12802.jpg,buildings,0
1281.jpg,..\data\01_raw\seg_train\buildings\1281.jpg,buildings,0
12817.jpg,..\data\01_raw\seg_train\buildings\12817.jpg,buildings,0
12818.jpg,..\data\01_raw\seg_train\buildings\12818.jpg,buildings,0
12827.jpg,..\data\01_raw\seg_train\buildings\12827.jpg,buildings,0
12863.jpg,..\data\01_raw\seg_train\buildings\12863.jpg,buildings,0
12864.jpg,..\data\01_raw\seg_train\buildings\12864.jpg,buildings,0
12874.jpg,..\data\01_raw\seg_train\buildings\12874.jpg,buildings,0
12887.jpg,..\data\01_raw\seg_train\buildings\12887.jpg,buildings,0
1291.jpg,..\data\01_raw\seg_train\buildings\1291.jpg,buildings,0
12913.jpg,..\data\01_raw\seg_train\buildings\12913.jpg,buildings,0
12925.jpg,..\data\01_raw\seg_train\buildings\12925.jpg,buildings,0
12930.jpg,..\data\01_raw\seg_train\buildings\12930.jpg,buildings,0
12934.jpg,..\data\01_raw\seg_train\buildings\12934.jpg,buildings,0
12938.jpg,..\data\01_raw\seg_train\buildings\12938.jpg,buildings,0
12939.jpg,..\data\01_raw\seg_train\buildings\12939.jpg,buildings,0
12942.jpg,..\data\01_raw\seg_train\buildings\12942.jpg,buildings,0
